0.514963,0.0836517,-0.536346,0.514963,0.0836517,-0.536346
0.514963,0.0836517,-0.536346,0.514963,0.0836406,-0.536346
0.514963,0.0836517,-0.536346,0.514963,0.0836189,-0.536346
0.514963,0.0836517,-0.536346,0.514963,0.0835867,-0.536346
0.514963,0.0836517,-0.536346,0.514963,0.0835445,-0.536346
0.514963,0.0836517,-0.536346,0.514963,0.0834924,-0.536346
0.514963,0.0836517,-0.536346,0.514963,0.0834309,-0.536346
0.514963,0.0836517,-0.536346,0.514963,0.0833602,-0.536346
0.514963,0.0836517,-0.536346,0.514963,0.0832806,-0.536346
0.514963,0.0836517,-0.536346,0.514963,0.0831924,-0.536345
0.514963,0.0836517,-0.536346,0.514963,0.0830959,-0.536345
0.514963,0.0836517,-0.536346,0.514963,0.0829913,-0.536345
0.514963,0.0836517,-0.536346,0.514963,0.0828791,-0.536345
0.514963,0.0836517,-0.536346,0.514963,0.0827593,-0.536344
0.514963,0.0836517,-0.536346,0.514963,0.0826323,-0.536344
0.514963,0.0836517,-0.536346,0.514963,0.0824984,-0.536343
0.514963,0.0836517,-0.536346,0.514963,0.0823579,-0.536343
0.514963,0.0836517,-0.536346,0.514963,0.0822109,-0.536342
0.514963,0.0836517,-0.536346,0.514963,0.0820578,-0.536342
0.514963,0.0836517,-0.536346,0.514963,0.0818988,-0.536341
0.514963,0.0836517,-0.536346,0.514963,0.0817341,-0.53634
0.514963,0.0836517,-0.536346,0.514963,0.0815636,-0.536339
0.514963,0.0836517,-0.536346,0.514963,0.0813877,-0.536338
0.514963,0.0836517,-0.536346,0.514963,0.0812065,-0.536337
0.514963,0.0836517,-0.536346,0.514963,0.0810203,-0.536336
0.514963,0.0836517,-0.536346,0.514963,0.0808292,-0.536335
0.514963,0.0836517,-0.536346,0.514963,0.0806335,-0.536333
0.514963,0.0836517,-0.536346,0.514963,0.0804332,-0.536332
0.514963,0.0836517,-0.536346,0.514963,0.0802288,-0.53633
0.514963,0.0836517,-0.536346,0.514963,0.0800202,-0.536328
0.514963,0.0836517,-0.536346,0.514963,0.0798079,-0.536327
0.514963,0.0836517,-0.536346,0.514963,0.0795917,-0.536325
0.514963,0.0836517,-0.536346,0.514963,0.0793723,-0.536323
0.514963,0.0836517,-0.536346,0.514963,0.0791494,-0.53632
0.514963,0.0836517,-0.536346,0.514963,0.0789235,-0.536318
0.514963,0.0836517,-0.536346,0.514963,0.0786946,-0.536316
0.514963,0.0836517,-0.536346,0.514963,0.0784631,-0.536313
0.514963,0.0836517,-0.536346,0.514963,0.0782289,-0.53631
0.514963,0.0836517,-0.536346,0.514963,0.0779924,-0.536308
0.514963,0.0836517,-0.536346,0.514963,0.0777535,-0.536305
